"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.079,0.528,-0.3,-0.68,0.57,0.35
"ClusIPW",0.064,0.417,-0.35,0.88,-0.25,-0.19
"addIPW",0.134,0.544,0.48,0.15,0.06,-0.86
"Oracle",0.198,0.282,0,-0.16,0.08,-0.98
