"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.064,0.582,-0.17,-0.61,0.52,0.58
"ClusIPW",0.113,0.389,-0.4,-0.71,0.14,-0.56
"addIPW",0.158,0.213,-0.53,-0.14,0.69,-0.47
"Oracle",0.197,0.277,0,-0.16,0.08,-0.98
