"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.091,0.502,-0.29,-0.77,0.56,0.02
"ClusIPW",0.063,0.423,-0.3,0.9,-0.18,-0.26
"addIPW",0.158,0.508,0.39,0.13,0.16,-0.9
"Oracle",0.199,0.28,0,-0.16,0.08,-0.98
