"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.084,0.542,-0.28,-0.44,0.85,-0.02
"ClusIPW",0.097,0.481,-0.08,-0.99,-0.01,-0.12
"addIPW",0.198,0.5,0.45,0,0,-0.89
"Oracle",0.199,0.501,0,0,0.08,-1
