"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.02,1,1,0,0,0
"ClusIPW",0.121,0.198,-0.66,0.42,-0.38,-0.49
"addIPW",0.131,0.365,-0.43,-0.12,0.84,-0.31
"Oracle",0.198,0.281,0,-0.16,0.08,-0.98
