"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.09,0.505,-0.1,-0.98,0.11,0.14
"ClusIPW",0.073,0.384,-0.44,0.81,-0.23,-0.32
"addIPW",0.133,0.339,0.43,0.09,-0.78,-0.44
"Oracle",0.196,0.282,0,-0.16,0.08,-0.98
