"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.072,0.571,0.34,-0.87,-0.1,0.33
"ClusIPW",0.049,0.528,0.15,0.98,0.15,-0.06
"addIPW",0.195,0.497,0.45,0,0,-0.89
"Oracle",0.199,0.278,0,-0.16,0.08,-0.98
