"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.084,0.522,-0.3,-0.66,0.67,0.16
"ClusIPW",0.159,0.01,-0.78,-0.15,-0.33,-0.51
"addIPW",0.133,0.375,-0.41,-0.05,0.87,-0.27
"Oracle",0.207,0.284,0,-0.09,0.08,-0.99
