"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.099,0.424,0.03,-0.61,-0.79,0.03
"ClusIPW",0.059,0.431,-0.37,0.9,-0.25,0
"addIPW",0.196,0.498,0.45,0,0,-0.89
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
