"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.092,0.523,-0.01,-0.85,0.49,-0.18
"ClusIPW",0.109,0.246,-0.63,0.5,-0.38,-0.45
"addIPW",0.198,0.499,0.45,0,0,-0.89
"Oracle",0.198,0.278,0,-0.16,0.08,-0.98
