"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.079,0.537,0.39,-0.75,-0.5,0.16
"ClusIPW",0.082,0.351,-0.47,0.72,-0.34,-0.38
"addIPW",0.157,0.512,0.45,0.13,0.03,-0.88
"Oracle",0.196,0.279,0,-0.16,0.08,-0.98
