"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.088,0.509,0.16,-0.94,-0.27,0.13
"ClusIPW",0.156,0.048,-0.71,-0.2,-0.22,-0.64
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.198,0.279,0,-0.16,0.08,-0.98
