"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.158,0,-1,0,0,0
"ClusIPW",0.019,0.972,0.41,0.09,0.04,0.91
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.197,0.281,0,-0.16,0.08,-0.98
