"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.087,0.512,0.17,-0.91,-0.34,0.17
"ClusIPW",0.069,0.4,-0.38,0.84,-0.24,-0.29
"addIPW",0.117,0.326,0.4,0.1,-0.85,-0.34
"Oracle",0.205,0.275,0,-0.11,0.08,-0.99
