"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.096,0.503,-0.12,-0.88,0.43,-0.16
"ClusIPW",0.062,0.419,-0.45,0.88,-0.16,-0.01
"addIPW",0.176,0.253,0.36,0,-0.71,-0.61
"Oracle",0.198,0.282,0,-0.16,0.08,-0.98
