"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.087,0.484,-0.24,-0.85,-0.17,0.43
"ClusIPW",0.049,0.49,-0.16,0.97,0,0.16
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.197,0.28,0,-0.16,0.08,-0.98
