"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.097,0.5,-0.05,-0.93,0.31,-0.2
"ClusIPW",0.094,0.301,-0.6,0.61,-0.36,-0.37
"addIPW",0.198,0.498,0.45,0,0,-0.89
"Oracle",0.199,0.281,0,-0.16,0.08,-0.98
