"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.079,0.53,0.35,-0.72,-0.56,0.2
"ClusIPW",0.091,0.317,-0.48,0.64,-0.42,-0.43
"addIPW",0.199,0.5,0.45,0,0,-0.89
"Oracle",0.198,0.279,0,-0.16,0.08,-0.98
