"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.032,0.692,-0.29,-0.21,0.7,0.62
"ClusIPW",0.081,0.347,-0.52,0.71,-0.39,-0.27
"addIPW",0.198,0.501,0.45,0,0,-0.89
"Oracle",0.196,0.279,0,-0.16,0.08,-0.98
