"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.097,0.346,0.21,-0.18,-0.96,0.06
"ClusIPW",0.056,0.45,-0.18,0.95,-0.18,-0.19
"addIPW",0.181,0.297,0.41,-0.01,-0.69,-0.6
"Oracle",0.199,0.282,0,-0.16,0.08,-0.98
