"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.074,0.558,-0.13,-0.72,0.6,0.32
"ClusIPW",0.077,0.375,-0.42,0.79,-0.24,-0.37
"addIPW",0.199,0.499,0.45,0,0,-0.89
"Oracle",0.199,0.284,0,-0.16,0.08,-0.98
