"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.083,0.533,-0.24,-0.66,0.7,0.11
"ClusIPW",0.048,0.512,0.07,1,0,-0.01
"addIPW",0.141,0.111,-0.76,0.15,0.57,-0.26
"Oracle",0.198,0.279,0,-0.16,0.08,-0.98
