"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.198,0.501,0.45,0,0,-0.89
"ClusIPW",0.108,0.247,-0.7,0.5,-0.24,-0.46
"addIPW",0.199,0.499,0.45,0,0,-0.89
"Oracle",0.197,0.278,0,-0.16,0.08,-0.98
