"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.087,0.469,-0.51,-0.71,0.33,0.34
"ClusIPW",0.08,0.357,-0.54,0.74,-0.16,-0.37
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.199,0.281,0,-0.16,0.08,-0.98
