"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.018,1,1,0,0,0
"ClusIPW",0.128,0.163,-0.54,0.35,-0.66,-0.39
"addIPW",0.125,0.148,-0.92,-0.33,-0.01,-0.21
"Oracle",0.198,0.281,0,-0.16,0.08,-0.98
