"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.086,0.518,-0.02,-0.97,0.22,0.13
"ClusIPW",0.069,0.396,-0.42,0.84,-0.25,-0.24
"addIPW",0.198,0.498,0.45,0,0,-0.89
"Oracle",0.199,0.282,0,-0.16,0.08,-0.98
