"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.097,0.478,0.23,-0.78,-0.56,-0.15
"ClusIPW",0.075,0.374,-0.45,0.78,-0.35,-0.26
"addIPW",0.111,0.216,-0.56,-0.37,-0.74,0.07
"Oracle",0.207,0.28,0,-0.1,0.08,-0.99
