"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.084,0.534,0.39,-0.85,-0.35,0.02
"ClusIPW",0.077,0.37,-0.5,0.77,-0.24,-0.31
"addIPW",0.198,0.499,0.45,0,0,-0.89
"Oracle",0.197,0.28,0,-0.16,0.08,-0.98
