"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.079,0.444,-0.59,-0.23,0.74,0.23
"ClusIPW",0.105,0.258,-0.69,0.53,-0.32,-0.39
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.197,0.28,0,-0.16,0.08,-0.98
