"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.098,0.454,-0.02,-0.89,-0.45,-0.12
"ClusIPW",0.105,0.263,-0.64,0.53,-0.3,-0.46
"addIPW",0.158,0,-1,0,0,0
"Oracle",0.199,0.282,0,-0.16,0.08,-0.98
