"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.09,0.499,-0.22,-0.92,0.31,0.12
"ClusIPW",0.049,0.514,0.05,1,0.01,0.06
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.206,0.271,-0.01,-0.08,0.08,-0.99
