"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.076,0.499,-0.5,-0.51,0.52,0.48
"ClusIPW",0.13,0.249,-0.43,-0.47,-0.42,-0.65
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.205,0.25,-0.03,-0.13,0.05,-0.99
