"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.049,0.618,-0.28,-0.36,0.64,0.62
"ClusIPW",0.078,0.361,-0.52,0.76,-0.28,-0.29
"addIPW",0.09,0.468,0.53,0.16,-0.73,-0.41
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
