"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.094,0.509,0.08,-0.93,0.26,-0.26
"ClusIPW",0.054,0.604,0.56,0.7,0.31,-0.33
"addIPW",0.198,0.499,0.45,0,0,-0.89
"Oracle",0.198,0.282,0,-0.16,0.08,-0.98
