"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.091,0.398,-0.62,-0.23,0.74,0.12
"ClusIPW",0.106,0.248,-0.73,0.51,-0.3,-0.34
"addIPW",0.062,0.508,-0.48,0.01,0.87,0.1
"Oracle",0.199,0.282,0,-0.16,0.08,-0.98
