"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.019,1,1,0,0,0
"ClusIPW",0.105,0.249,-0.71,0.51,-0.29,-0.39
"addIPW",0.125,0.133,-0.95,-0.3,-0.02,-0.09
"Oracle",0.199,0.282,0,-0.16,0.08,-0.98
