"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.019,1,1,0,0,0
"ClusIPW",0.088,0.33,-0.53,0.67,-0.33,-0.4
"addIPW",0.167,0.164,0.27,0.02,-0.84,-0.48
"Oracle",0.199,0.279,0,-0.16,0.08,-0.98
