"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.099,0.528,0.41,-0.65,0.11,-0.64
"ClusIPW",0.081,0.357,-0.47,0.74,-0.29,-0.39
"addIPW",0.145,0.33,0.41,0.11,-0.68,-0.59
"Oracle",0.198,0.283,0,-0.16,0.08,-0.98
