"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.015,0.499,-0.45,0,0,0.89
"ClusIPW",0.093,0.309,-0.56,0.61,-0.3,-0.47
"addIPW",0.129,0.161,-0.84,-0.35,-0.02,-0.42
"Oracle",0.205,0.273,0,-0.11,0.08,-0.99
