"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.019,1,1,0,0,0
"ClusIPW",0.075,0.377,-0.49,0.79,-0.31,-0.2
"addIPW",0.108,0.317,0.35,0.03,-0.93,-0.11
"Oracle",0.198,0.278,0,-0.16,0.08,-0.98
