"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.101,0.411,-0.6,-0.79,0.14,-0.02
"ClusIPW",0.097,0.514,0.26,-0.87,0.07,-0.4
"addIPW",0.2,0.498,0.45,0,0,-0.89
"Oracle",0.203,0.278,0,-0.14,0.08,-0.99
