"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.089,0.572,0.35,-0.59,0.5,-0.53
"ClusIPW",0.082,0.363,-0.32,0.7,-0.21,-0.61
"addIPW",0.199,0.502,0.45,0,0,-0.89
"Oracle",0.197,0.281,0,-0.16,0.08,-0.98
