"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.096,0.448,-0.46,-0.86,0.18,0.09
"ClusIPW",0.135,0.169,-0.69,-0.38,-0.31,-0.54
"addIPW",0.158,0,-1,0,0,0
"Oracle",0.199,0.28,0,-0.16,0.08,-0.98
