"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.019,1,1,0,0,0
"ClusIPW",0.05,0.524,0.15,0.99,0.07,0
"addIPW",0.125,0.489,0.42,-0.24,0,-0.88
"Oracle",0.197,0.282,0,-0.16,0.08,-0.98
