"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.095,0.507,-0.27,-0.6,0.74,-0.12
"ClusIPW",0.102,0.279,-0.58,0.56,-0.32,-0.5
"addIPW",0.198,0.499,0.45,0,0,-0.89
"Oracle",0.197,0.28,0,-0.16,0.08,-0.98
