"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.093,0.498,-0.35,-0.56,0.75,-0.09
"ClusIPW",0.154,0.046,-0.75,-0.22,-0.44,-0.45
"addIPW",0.196,0.501,0.45,0,0,-0.89
"Oracle",0.202,0.322,0.03,-0.06,0.08,-0.99
