"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.081,0.55,0.43,-0.88,-0.19,0.01
"ClusIPW",0.091,0.309,-0.65,0.63,-0.35,-0.23
"addIPW",0.197,0.498,0.45,0,0,-0.89
"Oracle",0.206,0.255,-0.03,-0.1,0.08,-0.99
