"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.082,0.541,-0.23,-0.61,0.75,0.08
"ClusIPW",0.173,0.158,-0.54,0,0.79,-0.28
"addIPW",0.133,0.395,-0.34,-0.18,0.8,-0.45
"Oracle",0.198,0.282,0,-0.16,0.08,-0.98
