"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.082,0.499,-0.4,-0.71,0.32,0.48
"ClusIPW",0.066,0.415,-0.34,0.87,-0.16,-0.31
"addIPW",0.198,0.499,0.45,0,0,-0.89
"Oracle",0.206,0.273,0,-0.11,0.08,-0.99
