"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.018,1,1,0,0,0
"ClusIPW",0.063,0.425,-0.27,0.91,-0.18,-0.26
"addIPW",0.149,0.502,0.48,0.14,-0.09,-0.86
"Oracle",0.196,0.277,0,-0.16,0.08,-0.98
