"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.086,0.533,0.06,-0.96,0.26,0.08
"ClusIPW",0.068,0.408,-0.37,0.87,-0.17,-0.28
"addIPW",0.165,0.238,0.32,0.07,-0.69,-0.64
"Oracle",0.207,0.271,-0.01,-0.12,0.08,-0.99
