"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.094,0.484,0.13,-0.89,-0.44,-0.03
"ClusIPW",0.058,0.484,0.09,0.86,0.12,-0.48
"addIPW",0.198,0.5,0.45,0,0,-0.89
"Oracle",0.199,0.283,0,-0.16,0.08,-0.98
