"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.073,0.541,-0.27,-0.68,0.46,0.5
"ClusIPW",0.075,0.383,-0.39,0.78,-0.21,-0.44
"addIPW",0.197,0.499,0.45,0,0,-0.89
"Oracle",0.196,0.279,0,-0.16,0.08,-0.98
