"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.087,0.547,0.34,-0.88,0.2,-0.25
"ClusIPW",0.085,0.339,-0.54,0.69,-0.26,-0.41
"addIPW",0.138,0.352,-0.42,-0.12,0.83,-0.35
"Oracle",0.204,0.282,0,-0.08,0.08,-0.99
