"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.094,0.347,-0.1,-0.36,-0.9,0.22
"ClusIPW",0.071,0.393,-0.37,0.82,-0.36,-0.25
"addIPW",0.111,0.196,-0.72,0.4,-0.56,-0.08
"Oracle",0.197,0.28,0,-0.16,0.08,-0.98
