"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.101,0.446,-0.34,-0.91,0.15,-0.18
"ClusIPW",0.063,0.422,-0.3,0.9,-0.23,-0.22
"addIPW",0.148,0.508,0.5,-0.14,-0.12,-0.85
"Oracle",0.198,0.279,0,-0.16,0.08,-0.98
