"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.091,0.502,-0.06,-0.99,0.05,0.09
"ClusIPW",0.129,0.171,-0.6,0.37,-0.37,-0.6
"addIPW",0.199,0.5,0.45,0,0,-0.89
"Oracle",0.197,0.281,0,-0.16,0.08,-0.98
