"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.092,0.475,0.37,-0.45,-0.81,-0.09
"ClusIPW",0.057,0.474,0.03,0.94,-0.11,-0.33
"addIPW",0.199,0.501,0.45,0,0,-0.89
"Oracle",0.196,0.279,0,-0.16,0.08,-0.98
