"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.044,0.65,-0.37,0.02,0.92,0.1
"ClusIPW",0.081,0.352,-0.56,0.73,-0.2,-0.33
"addIPW",0.104,0.277,-0.6,0.09,0.8,-0.04
"Oracle",0.2,0.281,0,-0.16,0.08,-0.98
