"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.063,0.537,-0.27,-0.58,0.09,0.76
"ClusIPW",0.055,0.454,-0.25,0.96,-0.13,-0.06
"addIPW",0.142,0.301,0.39,-0.07,-0.87,-0.3
"Oracle",0.199,0.283,0,-0.16,0.08,-0.98
