"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.073,0.576,0.17,-0.85,0.45,0.21
"ClusIPW",0.159,0,-0.73,0.04,-0.34,-0.6
"addIPW",0.198,0.497,0.45,0,0,-0.89
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
