"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.081,0.505,-0.14,-0.84,-0.12,0.5
"ClusIPW",0.09,0.318,-0.54,0.64,-0.37,-0.4
"addIPW",0.198,0.502,0.45,0,0,-0.89
"Oracle",0.199,0.4,0.09,-0.07,0.18,-0.98
