"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.071,0.52,-0.35,-0.62,0.26,0.65
"ClusIPW",0.07,0.393,-0.44,0.83,-0.23,-0.24
"addIPW",0.058,0.453,-0.57,0.22,0.77,0.2
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
