"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.065,0.573,-0.4,-0.22,0.87,0.18
"ClusIPW",0.068,0.409,-0.42,0.83,0.02,-0.37
"addIPW",0.199,0.499,0.45,0,0,-0.89
"Oracle",0.198,0.284,0,-0.16,0.08,-0.98
